sourceLetter	sourceNo	word	pos	zhRaw	starred	sourcePage	sourceRow	reviewStatus
H	3	haircut	n.	理髮/髮型	false	10	3	transcribed
H	4	hairdresser	n.	理髮師/美髮師	false	10	4	transcribed
H	5	hallway	n.	走廊	false	10	5	transcribed
H	6	hamburger	n.	漢堡	false	10	6	transcribed
H	7	hammer	n.	槌子	false	10	7	transcribed
H	8	hamster	n.	倉鼠	true	10	8	transcribed
H	9	handful	n.	一把/少數	false	10	9	transcribed
H	10	handicap	n.	障礙/不利條件	false	10	10	transcribed
H	11	handicapped	adj.	身心障礙的	false	10	11	transcribed
H	12	handicraft	n.	手工藝	false	10	12	transcribed
H	13	handkerchief	n.	手帕	false	10	13	transcribed
H	14	handle	n./v.	把手/處理	false	10	14	transcribed
H	15	handsome	adj.	英俊的	false	10	15	transcribed
H	16	handwriting	n.	筆跡/書寫	false	10	16	transcribed
H	17	handy	adj.	方便的/手邊的	false	10	17	transcribed
H	18	hang	v.	懸掛	false	10	18	transcribed
H	19	happen	v.	發生	false	10	19	transcribed
H	20	happily	adv.	快樂地	false	10	20	transcribed
H	21	happiness	n.	快樂/幸福	false	10	21	transcribed
H	22	harbor	n.	港口	false	10	22	transcribed
H	23	harden	v.	變硬/使變硬	false	10	23	transcribed
H	24	hardly	adv.	幾乎不	false	10	24	transcribed
H	25	hardship	n.	困難/艱苦	false	10	25	transcribed
H	26	hardware	n.	五金/硬體	false	10	26	transcribed
H	27	harm	n./v.	傷害	false	10	27	transcribed
H	28	harmful	adj.	有害的	false	10	28	transcribed
H	29	harmony	n.	和諧	false	10	29	transcribed
H	30	harvest	n./v.	收穫	false	10	30	transcribed
H	31	hatch	v./n.	孵化/艙口	false	10	31	transcribed
H	32	headache	n.	頭痛	false	10	32	transcribed
H	33	headdress	n.	頭飾	true	10	33	transcribed
H	34	headline	n.	標題/頭條	false	10	34	transcribed
H	35	headphones	n.	耳機	false	10	35	transcribed
H	36	headquarters	n.	總部	false	10	36	transcribed
H	37	headteacher	n.	校長/主任教師	false	11	37	transcribed
H	38	heal	v.	治癒/痊癒	false	11	38	transcribed
H	39	health	n.	健康	false	11	39	transcribed
H	40	healthy	adj.	健康的	false	11	40	transcribed
H	41	hear	v.	聽見	false	10	41	transcribed
H	42	hearing	n.	聽力/聽證會	false	10	42	transcribed
H	43	heart	n.	心臟/內心	false	10	43	transcribed
H	44	heartbeats	n.	心跳	false	10	44	transcribed
H	45	heating	n.	暖氣/加熱	false	10	45	transcribed
H	46	heaven	n.	天堂	false	10	46	transcribed
H	47	heavily	adv.	大量地/沉重地	false	10	47	transcribed
H	48	heavy	adj.	重的	false	10	48	transcribed
H	49	hedge	n.	樹籬	false	10	49	transcribed
H	50	heel	n.	腳跟	false	10	50	transcribed
H	51	height	n.	高度	false	10	51	transcribed
H	52	helicopter	n.	直升機	true	10	52	transcribed
H	53	helmet	n.	安全帽/頭盔	true	10	53	transcribed
H	54	helpful	adj.	有幫助的	false	10	54	transcribed
H	55	herb	n.	草藥/香草	false	10	55	transcribed
H	56	herd	n.	獸群	false	10	56	transcribed
H	57	hero	n.	英雄	false	10	57	transcribed
H	58	hesitate	v.	猶豫	false	10	58	transcribed
H	59	hesitation	n.	猶豫	false	10	59	transcribed
H	60	hibernate	v.	冬眠	false	10	60	transcribed
H	61	highlight	n./v.	重點/標示	false	10	61	transcribed
H	62	highly	adv.	高度地/非常	false	10	62	transcribed
H	63	highway	n.	公路	false	10	63	transcribed
H	64	hillside	n.	山坡	false	10	64	transcribed
H	65	hippopotamus	n.	河馬	false	10	65	transcribed
H	66	historian	n.	歷史學家	false	10	66	transcribed
H	67	historic	adj.	歷史性的	false	10	67	transcribed
H	68	historical	adj.	歷史的	false	10	68	transcribed
H	69	history	n.	歷史	true	10	69	transcribed
H	70	hive	n.	蜂巢	true	10	70	transcribed
H	71	hobby	n.	嗜好	false	10	71	transcribed
H	72	hockey	n.	曲棍球	true	10	72	transcribed
H	73	hold	v.	握住/舉行	false	10	73	transcribed
H	74	hole	n.	洞	false	10	74	transcribed
H	75	holiday	n.	假日	true	10	75	transcribed
H	76	hollow	adj./n.	空心的/洞	false	10	76	transcribed
H	77	holy	adj.	神聖的	false	11	77	transcribed
H	78	homeland	n.	祖國/家鄉	false	11	78	transcribed
H	79	homemaker	n.	家庭主婦/持家者	false	11	79	transcribed
H	80	homepage	n.	首頁	false	11	80	transcribed
H	81	honest	adj.	誠實的	false	11	81	transcribed
H	82	honesty	n.	誠實	false	11	82	transcribed
H	83	honeymoon	n.	蜜月	false	11	83	transcribed
H	84	honor	n./v.	榮譽/尊敬	false	11	84	transcribed
H	85	honorable	adj.	可敬的/光榮的	false	11	85	transcribed
H	86	honorary	adj.	榮譽的/名譽的	false	11	86	transcribed
H	87	hopeful	adj.	有希望的	false	11	87	transcribed
H	88	horizontal	adj.	水平的	false	11	88	transcribed
H	89	horn	n.	角/喇叭	false	11	89	transcribed
H	90	horoscope	n.	星座運勢	false	11	90	transcribed
H	91	horrible	adj.	可怕的/糟糕的	false	11	91	transcribed
H	92	horrify	v.	使驚恐	false	11	92	transcribed
H	93	horror	n.	恐怖	false	11	93	transcribed
H	94	hose	n.	水管	false	11	94	transcribed
H	95	hospital	n.	醫院	true	11	95	transcribed
H	96	host	n./v.	主人/主持	false	11	96	transcribed
H	97	hostel	n.	青年旅館	false	11	97	transcribed
H	98	hotel	n.	旅館/飯店	false	11	98	transcribed
H	99	hour	n.	小時	false	11	99	transcribed
H	100	household	n./adj.	家庭/家用的	false	11	100	transcribed
H	101	housekeeper	n.	管家/家務管理者	false	11	101	transcribed
H	102	houseplant	n.	室內植物	false	11	102	transcribed
H	103	housing	n.	住房/住宅	false	11	103	transcribed
H	104	human	n./adj.	人類/人的	false	11	104	transcribed
H	105	humble	adj.	謙虛的	false	11	105	transcribed
H	106	humid	adj.	潮濕的	false	11	106	transcribed
H	107	humidity	n.	濕氣/濕度	false	11	107	transcribed
H	108	humor	n.	幽默	false	11	108	transcribed
H	109	humorous	adj.	幽默的	false	11	109	transcribed
H	110	humour	n.	幽默	false	11	110	transcribed
H	111	hundred	n./adj.	一百	true	11	111	transcribed
H	112	hunger	n.	飢餓	false	11	112	transcribed
H	113	hungry	adj.	飢餓的	false	11	113	transcribed
H	114	hunt	v./n.	打獵/尋找	false	12	114	transcribed
H	115	hunter	n.	獵人	false	12	115	transcribed
H	116	hunting	n.	打獵	false	12	116	transcribed
H	117	hurricane	n.	颶風	false	12	117	transcribed
H	118	hurry	v./n.	匆忙/趕快	false	12	118	transcribed
H	119	hurt	v./adj.	受傷/疼痛	false	12	119	transcribed
H	120	husband	n.	丈夫	false	12	120	transcribed
